comment,cleaned_comment,sentiment
Just got back from watching this film...TAKE A PAIR OF EAR PLUGS!!!,just got back from watching this filmtake a pair of ear plugs,Neutral
I love Brad Pitt ❤️🥰,i love brad pitt ,Positive
𝐈𝐬 𝐭𝐡𝐢𝐬 𝟑𝐃 𝐫𝐞𝐥𝐞𝐚𝐬𝐞𝐬,   ,Neutral
Look like the old lotus f1 team,look like the old lotus f1 team,Positive
🏎️,,Neutral
why all the trailers been using the same music theme ?,why all the trailers been using the same music theme ,Neutral
LOL first in the sky now on the land!,lol first in the sky now on the land,Positive
"The woman kind of looks like the strategy analyst, Ruth Buscombe.",the woman kind of looks like the strategy analyst ruth buscombe,Positive
"""Mas diz ai Brad Pitty,  Tamo competindo, tamo competindo?""",mas diz ai brad pitty  tamo competindo tamo competindo,Neutral
is this about hamilton?,is this about hamilton,Neutral
Put damson idris in more movies !,put damson idris in more movies ,Positive
Wow,wow,Positive
Why would you wanne see this film when we have real F1 and Netflix Drive to Survive?,why would you wanne see this film when we have real f1 and netflix drive to survive,Positive
oh how i wanted to see simone ashley,oh how i wanted to see simone ashley,Neutral
3D please,3d please,Neutral
Btw the car is a F2 not a f1,btw the car is a f2 not a f1,Neutral
Is this the saint?,is this the saint,Neutral
I'm 2 years younger than Brad Pitt.,im 2 years younger than brad pitt,Neutral
Driven 2 ^^,driven 2 ,Neutral
"Oh its the coin toss guy, this movie has potential",oh its the coin toss guy this movie has potential,Neutral
Would have much rather had a MotoGP movie.,would have much rather had a motogp movie,Positive
"I am still not used to Javier Bardem playing this 'motivational/nurturing/coaching' role.

I am expecting a plot twist here where he rides in an F1 car that changes into a submarine with nuclear cruise missiles and demands USD 5 Billion ransom.","i am still not used to javier bardem playing this motivationalnurturingcoaching role

i am expecting a plot twist here where he rides in an f1 car that changes into a submarine with nuclear cruise missiles and demands usd 5 billion ransom",Neutral
Brad Pitt at the Stop Pitt,brad pitt at the stop pitt,Neutral
lisan al-gaib,lisan algaib,Neutral
Nice movie,nice movie,Positive
I wonder what he'll be eating in this movie.,i wonder what hell be eating in this movie,Neutral
looks better than i expected,looks better than i expected,Positive
👍👍👍,,Neutral
Mix it with broke back mountain and throw in Tom Cruise and they remade days of thunder,mix it with broke back mountain and throw in tom cruise and they remade days of thunder,Neutral
❤,,Neutral
Please tell me the song name at 26 seconds 🙏,please tell me the song name at 26 seconds ,Neutral
I mean the movie has to be epic thanks to the producing partner the legend Lewis hamilton,i mean the movie has to be epic thanks to the producing partner the legend lewis hamilton,Negative
Schumacher...kimi Raikkonen... Ayrton Senna..,schumacherkimi raikkonen ayrton senna,Neutral
❤,,Neutral
Should’ve been a grilled cheese,shouldve been a grilled cheese,Neutral
"I wanted to watch this movie yesterday 
But I did not want to","i wanted to watch this movie yesterday 
but i did not want to",Neutral
This is gonna be a sick movie to watch in theaters.,this is gonna be a sick movie to watch in theaters,Negative
Brick by Brick,brick by brick,Neutral
it better be 100 times better than race for glory (audi vs lancia),it better be 100 times better than race for glory audi vs lancia,Positive
Wow,wow,Positive
Better have a Lewis cameo,better have a lewis cameo,Positive
Didn’t Stallone make this film 20 years ago? Driven,didnt stallone make this film 20 years ago driven,Neutral
"If it does magic and respect to the sport, I’ll watch Top Gun and Top Gun Maverick… BUT IT HAS TO DO MAGIC",if it does magic and respect to the sport ill watch top gun and top gun maverick but it has to do magic,Positive
couldve been a grilled cheese,couldve been a grilled cheese,Neutral
👌,,Neutral
Dominic Toreto joined the Chat…,dominic toreto joined the chat,Neutral
We'll know it's complete fantasy if he successfully passes Verstappen on the outside. lol,well know its complete fantasy if he successfully passes verstappen on the outside lol,Positive
The chain 🙂,the chain ,Neutral
"Great movie
Can someone explain F1 to me","great movie
can someone explain f1 to me",Positive
There will be Pitt stops.,there will be pitt stops,Neutral
The last thing I do!!!,the last thing i do,Neutral
looks familiar. 2016,looks familiar 2016,Positive
❤❤❤😊👍,,Neutral
WHATS THE NAME OF THE SONGS?,whats the name of the songs,Neutral
Music?,music,Neutral
finally brad  pitt babyy,finally brad  pitt babyy,Neutral
Ocon was penalized 6 grid spots for this trailer,ocon was penalized 6 grid spots for this trailer,Neutral
"Like STAR WARS
On the track .
- ESC STUDIOS","like star wars
on the track 
 esc studios",Neutral
F1 vs Rush (2013) ?,f1 vs rush 2013 ,Neutral
Is this the sequel to Rivals?,is this the sequel to rivals,Neutral
This is driven 2001,this is driven 2001,Neutral
Is it me or it look like Driven from 2001 with Stalone? The plot seems to be the same...,is it me or it look like driven from 2001 with stalone the plot seems to be the same,Neutral
Token-tastic,tokentastic,Neutral
Driven part2?,driven part2,Neutral
"Acho que devirão incluir no filme a musica: Fuel - Metallica !!!!
I think they should include the song: Fuel - Metallica in the film!!!!","acho que deviro incluir no filme a musica fuel  metallica 
i think they should include the song fuel  metallica in the film",Neutral
Is the team boss Toto Wolff?? 😂😂,is the team boss toto wolff ,Neutral
Yo franklin,yo franklin,Neutral
Im actually waiting for the news the f1 movie partner with f1 to make diecast cars from the movie and merch IM WAITING I WANNA GO POOR PLEASE,im actually waiting for the news the f1 movie partner with f1 to make diecast cars from the movie and merch im waiting i wanna go poor please,Negative
It's like F2 but faster.,its like f2 but faster,Neutral
How appel in this flim,how appel in this flim,Neutral
"isn't this a remake of ""Driven?""",isnt this a remake of driven,Neutral
Did brad pitt?,did brad pitt,Neutral
"So much looking forward to see this movie 
Just wish that trailer wouldn’t exist. The Teaser was just perfect, nothing more needed for me to head for the cinemas","so much looking forward to see this movie 
just wish that trailer wouldnt exist the teaser was just perfect nothing more needed for me to head for the cinemas",Positive
So it is F1 for murica audience? :D.. classic,so it is f1 for murica audience d classic,Positive
Wish he'd made a nascar movie instead,wish hed made a nascar movie instead,Neutral
It looks like a remake of Driven with Stallone...,it looks like a remake of driven with stallone,Neutral
not sure about Brad Pitt!  Ryan Gosslin would have been a better hire.,not sure about brad pitt  ryan gosslin would have been a better hire,Positive
0.02 music name???,002 music name,Neutral
Who many thala👥 fan here...🫀❤️❤️,who many thala fan here,Positive
any one have watched the movie? how is it? : EPIC? 10 out of 10?,any one have watched the movie how is it  epic 10 out of 10,Positive
Seems a lot like the movie Driven,seems a lot like the movie driven,Neutral
cristo saves,cristo saves,Neutral
What next Indycar?,what next indycar,Neutral
😮,,Neutral
...so Brad Pittacutally seems to need money now,so brad pittacutally seems to need money now,Neutral
name from the first song?,name from the first song,Positive
😎,,Neutral
WHATS THE SONG,whats the song,Neutral
So a guy at the end of his career is recruited to teach a new recruit maybe in need of a father figure and there’s lots of high speed maneuvers and they got special permission to do these things live and there’s an older love interest for the older male lead and it’s directed by Joseph Kosinski? First time for everything I guess.,so a guy at the end of his career is recruited to teach a new recruit maybe in need of a father figure and theres lots of high speed maneuvers and they got special permission to do these things live and theres an older love interest for the older male lead and its directed by joseph kosinski first time for everything i guess,Positive
Already been done.,already been done,Neutral
So max is villan again??,so max is villan again,Neutral
Box office crash this movie gonna explode,box office crash this movie gonna explode,Neutral
😮,,Neutral
didnt stallone do this in Driven,didnt stallone do this in driven,Neutral
The 1966 film Grand Prix looks more epic.,the 1966 film grand prix looks more epic,Positive
Rush was better in opinion but this movie was also amazing ! Love Brad Pitt (pause),rush was better in opinion but this movie was also amazing  love brad pitt pause,Positive
อยากดู,,Neutral
joseph kosinski cooked,joseph kosinski cooked,Neutral
BGM similar to WW1984 ( I think ),bgm similar to ww1984  i think ,Neutral
"Me lembrou o filme Carros, só que com humanos.",me lembrou o filme carros s que com humanos,Neutral
We want actor and racer ajith kumar to remake this movie in tamil,we want actor and racer ajith kumar to remake this movie in tamil,Neutral
1:54,154,Neutral
what is franklin saint doin over there,what is franklin saint doin over there,Neutral
Did this really need to be rated R ?,did this really need to be rated r ,Positive
Best Movie 2025,best movie 2025,Positive
Bull Durham but with racing,bull durham but with racing,Neutral
Lewis Hamilton🗣️ only to Brad Pitt❤️,lewis hamilton only to brad pitt,Neutral
Really amazing movie exaggerations where here and there but hey that’s movies.,really amazing movie exaggerations where here and there but hey thats movies,Positive
grand turismo vs F1?,grand turismo vs f1,Positive
So sad we couldn't have a real F1 movie. Gran Prix was epic. F1 The Movie is a joke. Joseph Kosinski vs John Frankenheimer? Please.  Brad Pitt vs James Garner?  I can't go on.  Kerry Condon vs Eva Marie Saint?,so sad we couldnt have a real f1 movie gran prix was epic f1 the movie is a joke joseph kosinski vs john frankenheimer please  brad pitt vs james garner  i cant go on  kerry condon vs eva marie saint,Negative
It’s not?,its not,Neutral
PG13 actually,pg13 actually,Neutral
I'm here because rose,im here because rose,Positive
Still cost 300 million to make. They have a lot to go. Where is that one reporter that crapped on Sinners. This movie needs to do better!!,still cost 300 million to make they have a lot to go where is that one reporter that crapped on sinners this movie needs to do better,Positive
Next part Ajith Kumar 💯👑,next part ajith kumar ,Neutral
Very excited for this but also very annoyed that they added a woman as part of the pit crew role. I love women. But what the heck. Just very unrealistic.,very excited for this but also very annoyed that they added a woman as part of the pit crew role i love women but what the heck just very unrealistic,Negative
I love too see real f1 racers....to tu tu max vesrstappen,i love too see real f1 racersto tu tu max vesrstappen,Positive
give me again v8...,give me again v8,Neutral
F1 part 2 if would like ajithkumar act blast 🔥🔥🔥 because they real race driver,f1 part 2 if would like ajithkumar act blast  because they real race driver,Positive
Is this Driven Part 2?,is this driven part 2,Neutral
Lewis and Nico the movie,lewis and nico the movie,Neutral
Brad Pitt is NICO HUUUUUUUUUUUL KEN BEEEEEEERG,brad pitt is nico huuuuuuuuuuul ken beeeeeeerg,Neutral
How do they tell brad to pit,how do they tell brad to pit,Neutral
Pitt. Stop!!!,pitt stop,Neutral
I mean it's not bad but after watching Netflix's Drive to Survive this just doesn't hit at that level,i mean its not bad but after watching netflixs drive to survive this just doesnt hit at that level,Positive
already miss damson talking with the american accent,already miss damson talking with the american accent,Neutral
ah yes  A 500 year old f1 pilot.,ah yes  a 500 year old f1 pilot,Positive
"Sorry Lewis, Alonso is the better driver.",sorry lewis alonso is the better driver,Neutral
Only in hollywood you would have two american drivers in a F1 team and they are the best! Silly!,only in hollywood you would have two american drivers in a f1 team and they are the best silly,Positive
"Brad Pitt is in it, need I say more?",brad pitt is in it need i say more,Positive
Time for Pitt to stop?,time for pitt to stop,Neutral
Tyler???,tyler,Neutral
First off Joshua Pearce is British and in the movie they aren't portrayed as the best. Neither of them are winning a drivers championship in the movie.,first off joshua pearce is british and in the movie they arent portrayed as the best neither of them are winning a drivers championship in the movie,Positive
Yeah silly Hollywood. Americans can’t be the best at absolutely everything. Need to leave room for the little guy once in awhile,yeah silly hollywood americans cant be the best at absolutely everything need to leave room for the little guy once in awhile,Positive
Spoiler: Max Verstappen wins the world championship again,spoiler max verstappen wins the world championship again,Positive
"Inclusive F1, yeah, I think I pass this one too...",inclusive f1 yeah i think i pass this one too,Neutral
"So, driven 2.0?",so driven 20,Neutral
今年最佳商业片,,Neutral
"So he drive a car?
Wow!","so he drive a car
wow",Positive
lisan al gaib,lisan al gaib,Neutral
Le Mans... Steve McQueen.,le mans steve mcqueen,Neutral
Oh cool the same old story but in different vehicles,oh cool the same old story but in different vehicles,Positive
I watch this movie but this  movie not a f1 Race this is a 🐇VS🐢 😂😂,i watch this movie but this  movie not a f1 race this is a vs ,Neutral
How does this movie compare to DRIVEN (with rocky balboa),how does this movie compare to driven with rocky balboa,Neutral
"they made this movie for people who watch dts and say cars go vroom vroom, but unfortunately for them, us F1 fans are more than ready to say ""Well actually..."" and cringe in every single scene cuz it looks so so so cheesyyyyyyyy",they made this movie for people who watch dts and say cars go vroom vroom but unfortunately for them us f1 fans are more than ready to say well actually and cringe in every single scene cuz it looks so so so cheesyyyyyyyy,Positive
I'd wait until June 2030 for this. Pure epic.,id wait until june 2030 for this pure epic,Positive
XRP,xrp,Neutral
so it's basically a Rosberg & Hamilton story but they changed their names and made up some stories here and there for better cinema,so its basically a rosberg  hamilton story but they changed their names and made up some stories here and there for better cinema,Positive
"WB F1 2025
2 hours 35 minutes
A
💲200 M","wb f1 2025
2 hours 35 minutes
a
200 m",Neutral
“Call it”…,call it,Neutral
These guys don’t have jack squat compared to Ricky Bobby.,these guys dont have jack squat compared to ricky bobby,Neutral
Moneyball with wheels,moneyball with wheels,Neutral
Saif ali khan did this ages ago,saif ali khan did this ages ago,Neutral
0:22 But I see...LISAN AL GAIB,022 but i seelisan al gaib,Neutral
driven wasnt about f1,driven wasnt about f1,Neutral
I'm assuming this is an attempt to make F1 popular in the US. Cause after their last attempt. People are pretty sour to F1 here. If not just outright antagonistic towards it,im assuming this is an attempt to make f1 popular in the us cause after their last attempt people are pretty sour to f1 here if not just outright antagonistic towards it,Positive
Is that Stacey from Better Call Sol? Mike's daughter in law?,is that stacey from better call sol mikes daughter in law,Positive
F1 drivers are not old😂😂😂😂😂😂😂,f1 drivers are not old,Negative
⚠️JESUS CHRIST IS COMING SOON. BELIEVE IN HIM. JESUS CHRIST IS THE ONLY WAY TO HEAVEN⚠️ 4:32,jesus christ is coming soon believe in him jesus christ is the only way to heaven 432,Neutral
"This director❤ one of the promising director in hollywood now, pls invest with him, he will show the magic",this director one of the promising director in hollywood now pls invest with him he will show the magic,Positive
"F1, the sport of millionares.",f1 the sport of millionares,Neutral
"Did AI write this movie? Its a mix of everything we've seen before. Apple is wasting their money on half-baked films. This, The Gorge, Wolfs, The Instigators, Argylle, Ghosted, Emancipation - the platform has more duds than wins.",did ai write this movie its a mix of everything weve seen before apple is wasting their money on halfbaked films this the gorge wolfs the instigators argylle ghosted emancipation  the platform has more duds than wins,Positive
"Movie will rely heavily on visuals but with nothing fresh coming in terms of a script, really expected something better what with the movie being absolutely hyped to the highest degree. Sigh, get something new please",movie will rely heavily on visuals but with nothing fresh coming in terms of a script really expected something better what with the movie being absolutely hyped to the highest degree sigh get something new please,Positive
incredible cinematography,incredible cinematography,Positive
Oh dear….. this isn’t even close to the reality of the modern f1 race drivers life.,oh dear this isnt even close to the reality of the modern f1 race drivers life,Positive
Driven (2001) ?,driven 2001 ,Neutral
Can he crash into the wall for real?,can he crash into the wall for real,Positive
"Proud of Damson Idris man, loved him as Franklin Saint",proud of damson idris man loved him as franklin saint,Positive
"I am glad that i see the actor who played Franklin in snowfall working among brad pitt and Javier, he is very talented",i am glad that i see the actor who played franklin in snowfall working among brad pitt and javier he is very talented,Positive
Is this a Driven remake? O_o,is this a driven remake oo,Neutral
Best in the world? Wouldn't that be the world rally championship.,best in the world wouldnt that be the world rally championship,Positive
YO is that Mike's daughter in law?,yo is that mikes daughter in law,Neutral
Bradley Pits,bradley pits,Neutral
this sux even more than a real F1 GP and this is a performance,this sux even more than a real f1 gp and this is a performance,Positive
SAVE YOUR MONEY,save your money,Neutral
Yupp,yupp,Neutral
WHERE IS MAX VERSTAPPEN??!!,where is max verstappen,Neutral
And nothing of value was lost.,and nothing of value was lost,Neutral
"I think casting Brad Pitt was a mistake. He's no Steve Mcqueen, so why bother? They should have went with a much younger guy like Jake Gyllenhal etc.",i think casting brad pitt was a mistake hes no steve mcqueen so why bother they should have went with a much younger guy like jake gyllenhal etc,Neutral
franklin saint?,franklin saint,Neutral
Oil is so so back,oil is so so back,Neutral
"So, who's the girl boss of the movie?
I see they've checked half the diversity boxes, but where's the rest?","so whos the girl boss of the movie
i see theyve checked half the diversity boxes but wheres the rest",Negative
"calm down, why are people shouting ?",calm down why are people shouting ,Positive
"Is it me,  but it's like a soap with Brad Pitt 😂😂",is it me  but its like a soap with brad pitt ,Neutral
Is that supposed to be Toto 😂😂,is that supposed to be toto ,Neutral
"I was going to watch it, until I saw Brad Pitt...",i was going to watch it until i saw brad pitt,Neutral
Bro telepathy vijay where?,bro telepathy vijay where,Neutral
Real F1 drivers are young men.  FYI.,real f1 drivers are young men  fyi,Positive
Knock off of Cars ngl,knock off of cars ngl,Neutral
The premise reminds me of Driven (aging driver brought in to mentor the new next big thing).  That was awful; hope this is better.,the premise reminds me of driven aging driver brought in to mentor the new next big thing  that was awful hope this is better,Negative
this is just braking point!,this is just braking point,Neutral
LE DEUXIÈME ACTE,le deuxime acte,Neutral
Alonso lore,alonso lore,Neutral
The two F1 drivers with the skinniest necks in history. 😂,the two f1 drivers with the skinniest necks in history ,Neutral
What means JP?,what means jp,Neutral
0:03 -  that is the laundromat from Baby Driver I swear,003   that is the laundromat from baby driver i swear,Neutral
Alonso is literally about to turn 44 Hamilton is 40,alonso is literally about to turn 44 hamilton is 40,Neutral
Joshua Pearce😄😆,joshua pearce,Neutral
​ @szewei85  🤣🤣🤣🤣🤣, szewei85  ,Neutral
​ @ramiz2999 lol only Americans can make any names cooler😄😆, ramiz2999 lol only americans can make any names cooler,Positive
How bad was it?,how bad was it,Negative
ياعيال شفته جااااااااااامد كله اكشن وتوتر,     ,Neutral
Non vedo neanche una vettura rossa in questo trailer: quindi non mi interessa. Non sto scherzando.,non vedo neanche una vettura rossa in questo trailer quindi non mi interessa non sto scherzando,Neutral
Uh this is just a remake of Driven with Sly Stallone,uh this is just a remake of driven with sly stallone,Neutral
I hope Brad Pitt will not Copy Michael Schumacher or aerton sena,i hope brad pitt will not copy michael schumacher or aerton sena,Neutral
"I'm not watching any movie or show starring basketball players......
Scott A is correct","im not watching any movie or show starring basketball players
scott a is correct",Neutral
Hollywood depiction of Formula 1. Decent action... Brad Pitt fans would love this. NOT RECOMMENDED FOR F1 FANATICS. Cant believe Ham signed off to this 🤦🏾‍♀️,hollywood depiction of formula 1 decent action brad pitt fans would love this not recommended for f1 fanatics cant believe ham signed off to this ,Positive
Mhmmm brad pritt🫦🫦🫦,mhmmm brad pritt,Neutral
Ferrari??,ferrari,Neutral
Gorlomi,gorlomi,Neutral
There is nothing about this trailer that I do not like! Brad Pitt could give acting lessons on how to point at someone. Nobody points better than Brad!,there is nothing about this trailer that i do not like brad pitt could give acting lessons on how to point at someone nobody points better than brad,Positive
Tapal Danedar.,tapal danedar,Neutral
I wish they made it a show like the other car movie i wished they made it into a show but i guess they are greedy for movie theater money than TV,i wish they made it a show like the other car movie i wished they made it into a show but i guess they are greedy for movie theater money than tv,Negative
"Minimum acting , maximum A.I",minimum acting  maximum ai,Neutral
Michael Schumacher 🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,michael schumacher ,Neutral
"Maybe and i think, this story, about hamilton and rosberg,😂",maybe and i think this story about hamilton and rosberg,Neutral
YAWN,yawn,Neutral
"Was excited for this but was super disappointed…story and characters generic , the actual f1 races have more drama and personality",was excited for this but was super disappointedstory and characters generic  the actual f1 races have more drama and personality,Positive
Joseph Kosinski is a one trick pony. all his movies are old guy mentoring young guy.,joseph kosinski is a one trick pony all his movies are old guy mentoring young guy,Positive
Esto me suena a copia de Alta velocidad de Sylvester Stallone la misma historia jajajaja.,esto me suena a copia de alta velocidad de sylvester stallone la misma historia jajajaja,Neutral
Story is worse than in the F1 games,story is worse than in the f1 games,Negative
Felt like Drive to Survive - The Movie,felt like drive to survive  the movie,Neutral
Opposite way,opposite way,Neutral
…And Verstappen takes back the lead!,and verstappen takes back the lead,Neutral
"Why do they have Kerry Condon speaking with such a diddly-i accent? Everytime Hollywood have an Irish actor/actress, it's always the same. ""Speak more like you're a Leprechaun.""",why do they have kerry condon speaking with such a diddlyi accent everytime hollywood have an irish actoractress its always the same speak more like youre a leprechaun,Positive
same as you jaja!!,same as you jaja,Neutral
As unrealistic as Adolescence,as unrealistic as adolescence,Negative
I worked for F1 I never seen a 50+ F1 racing driver !  Very far fetched - I love Brad but wrong casting decision,i worked for f1 i never seen a 50 f1 racing driver   very far fetched  i love brad but wrong casting decision,Positive
I ME ME LOVES YOU MORE THN MOST,i me me loves you more thn most,Positive
Been following Formula 1 for 40 years. 40 YEARS.  I have ZERO interest in this movie. Watch 'Rush' instead.,been following formula 1 for 40 years 40 years  i have zero interest in this movie watch rush instead,Neutral
"Kind of disappointed by this trailer. The driving parts look incredible, the rest seems pretty mediocre.",kind of disappointed by this trailer the driving parts look incredible the rest seems pretty mediocre,Positive
F1(fake one) only in cinemas.,f1fake one only in cinemas,Neutral
i'm not really convinced... it all looks kind of messy,im not really convinced it all looks kind of messy,Positive
it'd be pretty lame if the only interactions the drivers have are among themselves - not including anyone who is actually apart of formula one.,itd be pretty lame if the only interactions the drivers have are among themselves  not including anyone who is actually apart of formula one,Negative
Someone should be fired.   T),someone should be fired   t,Neutral
Got tired just from the trailer...,got tired just from the trailer,Negative
real sportsman dont drink alcohol,real sportsman dont drink alcohol,Positive
This is the same everything as the movie driven,this is the same everything as the movie driven,Neutral
"Not seeing much to pull me in, other than cars, which I don’t need this movie for. Pass",not seeing much to pull me in other than cars which i dont need this movie for pass,Positive
Brad Pitt is too old for racing roles. If Pitt was a Formula One driver he would be the oldest driver to race in the history of F1,brad pitt is too old for racing roles if pitt was a formula one driver he would be the oldest driver to race in the history of f1,Positive
"That’s pure BS , I WILL SURELY WATCH IT ILLEGALLY 😊",thats pure bs  i will surely watch it illegally ,Positive
apple by mal vediet ze cernosi vtedy zadky utierali,apple by mal vediet ze cernosi vtedy zadky utierali,Neutral
Nico Rosberg and Hamilton…,nico rosberg and hamilton,Neutral
I LOVE YOU MORE THAN MOST,i love you more than most,Positive
"cool, nobody asked though",cool nobody asked though,Positive
but thre ar eno merkins in f1,but thre ar eno merkins in f1,Neutral
Brad pitt is getting so oldddddd. i like older men. :D,brad pitt is getting so oldddddd i like older men d,Positive
something is off,something is off,Neutral
"I've already watched it — it's like the land version of Top Gun: Maverick, same kind of duo, same level of gorgeousness.",ive already watched it  its like the land version of top gun maverick same kind of duo same level of gorgeousness,Positive
Donate for Sudan,donate for sudan,Neutral
Lisan Al gaib 😂,lisan al gaib ,Neutral
Lil nas,lil nas,Neutral
Hamilton y Alonso 2007,hamilton y alonso 2007,Neutral
🤍,,Neutral
Shoutout to everyone who has to nerd out alone because no one else around them cares. hahahahaha im like yo I have no one to go see this movie with hahahaha,shoutout to everyone who has to nerd out alone because no one else around them cares hahahahaha im like yo i have no one to go see this movie with hahahaha,Positive
Popcorn. I’ll stick with the real track.,popcorn ill stick with the real track,Negative
"""Micronized CBD in their topicals? Brilliant! CBDfx doesn’t innovate.""",micronized cbd in their topicals brilliant cbdfx doesnt innovate,Positive
The United States of Fascist 👿,the united states of fascist ,Neutral
🏁🏁🏁🏁🏁🏁🏁🏁🏁🏁,,Neutral
"another pop movie.... whish it was more cult... yeah, the trailer showed me that already!!!",another pop movie whish it was more cult yeah the trailer showed me that already,Positive
This looks like a Joe Tanto and Jimmy Bly “Driven” movie remake but it’s F1 so is gets a pass 🤙,this looks like a joe tanto and jimmy bly driven movie remake but its f1 so is gets a pass ,Neutral
🤍♾️,,Neutral
Is a 60 year old F1 driver supposed to be believable?,is a 60 year old f1 driver supposed to be believable,Positive
"Kinda like ""Bull Durham"".",kinda like bull durham,Neutral
I would prefer Tom Cruise.,i would prefer tom cruise,Neutral
Box office disaster.,box office disaster,Neutral
did AI write this,did ai write this,Neutral
spoiler alert‼️🚨: sonny actually wins and joshua (his partner) does not hate him anymore,spoiler alert sonny actually wins and joshua his partner does not hate him anymore,Positive
60 year old races F1 car.....suuuuurrrrrrre. Lewis is half his age.,60 year old races f1 carsuuuuurrrrrrre lewis is half his age,Negative
Ajit Kumar formula f1 remix Panna super erkum,ajit kumar formula f1 remix panna super erkum,Positive
Jensenbuttonwasthebest,jensenbuttonwasthebest,Neutral
Remake of driven,remake of driven,Neutral
"Nothing to process about this movie, a bunch of cliches and boring quotes by shallow characters. I was at least hoping to hear more engines, wheels and roaring sounds.. nope, pump the music up",nothing to process about this movie a bunch of cliches and boring quotes by shallow characters i was at least hoping to hear more engines wheels and roaring sounds nope pump the music up,Negative
He is way too old for this movie. Surely there was one actor that would take this role younger than 50.,he is way too old for this movie surely there was one actor that would take this role younger than 50,Positive
"I really like Brad Pitt but a movie about Formula One? No, thanks. I think Stallone tried a few years ago and it was a flop.",i really like brad pitt but a movie about formula one no thanks i think stallone tried a few years ago and it was a flop,Negative
Ohhhh no! Top Gun Maverick Goes Racing? Pass...,ohhhh no top gun maverick goes racing pass,Negative
Looks cheesy af,looks cheesy af,Negative
The sequel can’t be named F2 😂 it would be worse,the sequel cant be named f2  it would be worse,Negative
Too many carbs consumed to be realistic,too many carbs consumed to be realistic,Positive
"Американські панкейки на молоці

270 мл молока
2 яйця
50 г цукру
50 г вершкового масла
200 г пшеничного борошна
15 г розпушувача
щіпка ваніліну
дрібка солі","   

270  
2 
50  
50   
200   
15  
 
 ",Neutral
When did f1 start using those hideous looking open canopies and why?,when did f1 start using those hideous looking open canopies and why,Neutral
Guess I've seen film in trailer then. Pointless to watch unless for the jokes of Brad Pitt. F1 fans will likely agree that film and real racing are two completely different things.,guess ive seen film in trailer then pointless to watch unless for the jokes of brad pitt f1 fans will likely agree that film and real racing are two completely different things,Negative
rather just watch a real race.. the storyline is old like brad.. it’s time he ride off into the sunset.. total snoozer 😴,rather just watch a real race the storyline is old like brad its time he ride off into the sunset total snoozer ,Positive
Ok but what's Carti doing in this shii,ok but whats carti doing in this shii,Positive
Eu renovando xbox gamepass para voltara jogar forza motorsport,eu renovando xbox gamepass para voltara jogar forza motorsport,Neutral
"2018, to stop people from dying",2018 to stop people from dying,Neutral
the 🥷er will lose,the er will lose,Neutral
High likelihood that this will be a very bad movie.,high likelihood that this will be a very bad movie,Negative
Damson Idris🔥🔥,damson idris,Neutral
"Looks cheap. I was hoping for more. 

Maybe i should've known when i saw the Apple logo at the beginning haha","looks cheap i was hoping for more 

maybe i shouldve known when i saw the apple logo at the beginning haha",Positive
buna,buna,Neutral
"No, I don't want to watch this movie.",no i dont want to watch this movie,Neutral
Idk. I think f1 is exciting enough without Brad pitt,idk i think f1 is exciting enough without brad pitt,Positive
"they should created a movie about brawn gp fairy tale story

instead they make this? lol","they should created a movie about brawn gp fairy tale story

instead they make this lol",Positive
Cars 4 😂,cars 4 ,Neutral
Pitt stop,pitt stop,Neutral
Moneyball 2.0,moneyball 20,Neutral
"Да нафиг про эти гонки опять.. Лучше б про космос что нибудь крутое сняли, типа Интерстеллара",               ,Neutral
whats that Stallone movie? Driven. Same story different actors. Man hollywood has no new ideas.,whats that stallone movie driven same story different actors man hollywood has no new ideas,Negative
Formula 1 showing fake F1,formula 1 showing fake f1,Negative
Not got my hopes up.,not got my hopes up,Neutral
Senna was the best !,senna was the best ,Positive
Eh. I don't know.,eh i dont know,Neutral
"YEAHHHHH noooo...
with how movies are these days ... nooooooo thanks...
i rather watch the real people do it then a movie that will be 70% accurate -_-","yeahhhhh noooo
with how movies are these days  nooooooo thanks
i rather watch the real people do it then a movie that will be 70 accurate ",Positive
Worst trailer😂😂😂,worst trailer,Negative
Meeeh,meeeh,Neutral
лол...много знаешь фильмов про гонки?,    ,Neutral
True haha. I think they are f2 cars 😂,true haha i think they are f2 cars ,Positive
spoilers........ MAX won,spoilers max won,Neutral
tittle,tittle,Neutral
"Hamilton se stylizuje do role oběti, i když měl 7 let prakticky neporazitelné auto. Je to PR produkt doby – hlavně „jak vypadám“ a „jaký příběh vyprávím“.
A přesně takový bude film úplně to vidím ublíženy Lewis který se prodává jako chudinka přitom to měl skvěle zařízený 😂😂😂😂","hamilton se stylizuje do role obti i kdy ml 7 let prakticky neporaziteln auto je to pr produkt doby  hlavn jak vypadm a jak pbh vyprvm
a pesn takov bude film pln to vidm ubleny lewis kter se prodv jako chudinka pitom to ml skvle zazen ",Neutral
Brother who taught her that accent? Jesus it's so bad,brother who taught her that accent jesus its so bad,Negative
This is going to be aweful.,this is going to be aweful,Neutral
"Hmm, this won't top The Rush in any way of form. Even the trailer feels boring.",hmm this wont top the rush in any way of form even the trailer feels boring,Negative
whisper Lisan al-Gaib,whisper lisan algaib,Neutral
